"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","POP","TOT","AGRWTH","A","2019",-0.701434077958171,
"HRV","POP","TOT","AGRWTH","A","2001",-2.90042512830065,
"HRV","POP","TOT","AGRWTH","A","2002",0.0588886237505355,
"HRV","POP","TOT","AGRWTH","A","2003",0.0284739761804148,
"HRV","POP","TOT","AGRWTH","A","2004",0.0279081721216183,
"HRV","POP","TOT","AGRWTH","A","2005",0.128815685545695,
"HRV","POP","TOT","AGRWTH","A","2006",0.023525890660291,
"HRV","POP","TOT","AGRWTH","A","2007",-0.0218502727456816,
"HRV","POP","TOT","AGRWTH","A","2008",-0.0118787522762775,
"HRV","POP","TOT","AGRWTH","A","2009",-0.104972382100399,
"HRV","POP","TOT","AGRWTH","A","2010",-0.226564225754968,
"HRV","POP","TOT","AGRWTH","A","2011",-0.344668876924227,
"HRV","POP","TOT","AGRWTH","A","2012",-0.305189292584115,
"HRV","POP","TOT","AGRWTH","A","2013",-0.278121586162391,
"HRV","POP","TOT","AGRWTH","A","2014",-0.40651466777765,
"HRV","POP","TOT","AGRWTH","A","2015",-0.820712775538064,
"HRV","POP","TOT","AGRWTH","A","2016",-0.695950427300003,
"HRV","POP","TOT","AGRWTH","A","2017",-1.19343159855585,
"HRV","POP","TOT","AGRWTH","A","2018",-0.889507194878642,
"HRV","POP","TOT","AGRWTH","A","2019",-0.552614178186393,
"CYP","POP","TOT","AGRWTH","A","2001",1.08310999683006,
"CYP","POP","TOT","AGRWTH","A","2002",1.15375240365084,
"CYP","POP","TOT","AGRWTH","A","2003",1.22232540573904,
"CYP","POP","TOT","AGRWTH","A","2004",1.34650322634535,
"CYP","POP","TOT","AGRWTH","A","2005",1.45114474770494,
"CYP","POP","TOT","AGRWTH","A","2006",1.68210024900446,
"CYP","POP","TOT","AGRWTH","A","2007",2.15243340559601,
"CYP","POP","TOT","AGRWTH","A","2008",2.54220938357093,
"CYP","POP","TOT","AGRWTH","A","2009",2.72148278097708,
"CYP","POP","TOT","AGRWTH","A","2010",2.64913283781208,
"CYP","POP","TOT","AGRWTH","A","2011",2.58462295224271,
"CYP","POP","TOT","AGRWTH","A","2012",1.53523050199675,
"CYP","POP","TOT","AGRWTH","A","2013",-0.232306454693296,
"CYP","POP","TOT","AGRWTH","A","2014",-1.09369815462365,
"CYP","POP","TOT","AGRWTH","A","2015",-0.568790314729077,
"CYP","POP","TOT","AGRWTH","A","2016",0.459735130275983,
"CYP","POP","TOT","AGRWTH","A","2017",0.934873567186772,
"CYP","POP","TOT","AGRWTH","A","2018",1.22754560685034,
"CYP","POP","TOT","AGRWTH","A","2019",1.36517594541135,
"LTU","POP","TOT","AGRWTH","A","2001",-0.820594970644663,
"LTU","POP","TOT","AGRWTH","A","2002",-0.799552382047224,
"LTU","POP","TOT","AGRWTH","A","2003",-0.809075399658328,
"LTU","POP","TOT","AGRWTH","A","2004",-1.11665201163384,
"LTU","POP","TOT","AGRWTH","A","2005",-1.61524491771425,
"LTU","POP","TOT","AGRWTH","A","2006",-1.58379545676857,
"LTU","POP","TOT","AGRWTH","A","2007",-1.18064664303498,
"LTU","POP","TOT","AGRWTH","A","2008",-1.02321142253405,
"LTU","POP","TOT","AGRWTH","A","2009",-1.10445327014846,
"LTU","POP","TOT","AGRWTH","A","2010",-2.07463946977958,
"LTU","POP","TOT","AGRWTH","A","2011",-2.2333380256043,
"LTU","POP","TOT","AGRWTH","A","2012",-1.33237828500135,
"LTU","POP","TOT","AGRWTH","A","2013",-1.00690380427161,
"LTU","POP","TOT","AGRWTH","A","2014",-0.856175209766814,
"LTU","POP","TOT","AGRWTH","A","2015",-0.936376973406457,
"LTU","POP","TOT","AGRWTH","A","2016",-1.26248404424512,
"LTU","POP","TOT","AGRWTH","A","2017",-1.38886855117121,
"LTU","POP","TOT","AGRWTH","A","2018",-0.949548118758393,
"LTU","POP","TOT","AGRWTH","A","2019",-0.264354510606841,
"MLT","POP","TOT","AGRWTH","A","2001",1.87139717165015,
"MLT","POP","TOT","AGRWTH","A","2002",0.748292742501806,
"MLT","POP","TOT","AGRWTH","A","2003",0.659900143698118,
"MLT","POP","TOT","AGRWTH","A","2004",0.672634489264442,
"MLT","POP","TOT","AGRWTH","A","2005",0.638483986811642,
"MLT","POP","TOT","AGRWTH","A","2006",0.36798117996657,
"MLT","POP","TOT","AGRWTH","A","2007",0.348867906373131,
"MLT","POP","TOT","AGRWTH","A","2008",0.652037617554859,
"MLT","POP","TOT","AGRWTH","A","2009",0.756515388016425,
"MLT","POP","TOT","AGRWTH","A","2010",0.493364430242876,
"MLT","POP","TOT","AGRWTH","A","2011",0.423392495699731,
"MLT","POP","TOT","AGRWTH","A","2012",0.905435012395979,
"MLT","POP","TOT","AGRWTH","A","2013",1.41298421790669,
"MLT","POP","TOT","AGRWTH","A","2014",2.01634864590767,
"MLT","POP","TOT","AGRWTH","A","2015",2.41602367468479,
"MLT","POP","TOT","AGRWTH","A","2016",2.31431550186943,
"MLT","POP","TOT","AGRWTH","A","2017",2.77782657964318,
"MLT","POP","TOT","AGRWTH","A","2018",3.55316716701745,
"MLT","POP","TOT","AGRWTH","A","2019",4.00817936834807,
"ROU","POP","TOT","AGRWTH","A","2001",-1.38572995654364,
"ROU","POP","TOT","AGRWTH","A","2002",-2.06126665429844,
"ROU","POP","TOT","AGRWTH","A","2003",-0.467849477123655,
"ROU","POP","TOT","AGRWTH","A","2004",-0.567896204592812,
"ROU","POP","TOT","AGRWTH","A","2005",-0.616133484089597,
"ROU","POP","TOT","AGRWTH","A","2006",-0.590646957859063,
"ROU","POP","TOT","AGRWTH","A","2007",-1.46632386747621,
"ROU","POP","TOT","AGRWTH","A","2008",-1.65269516132276,
"ROU","POP","TOT","AGRWTH","A","2009",-0.829741265978792,
"ROU","POP","TOT","AGRWTH","A","2010",-0.592313112346929,
"ROU","POP","TOT","AGRWTH","A","2011",-0.489662612330108,
"ROU","POP","TOT","AGRWTH","A","2012",-0.434169591034828,
"ROU","POP","TOT","AGRWTH","A","2013",-0.356367654092072,
"ROU","POP","TOT","AGRWTH","A","2014",-0.361419310336133,
"ROU","POP","TOT","AGRWTH","A","2015",-0.472980853867991,
"ROU","POP","TOT","AGRWTH","A","2016",-0.584323172192864,
"ROU","POP","TOT","AGRWTH","A","2017",-0.57590864786021,
"ROU","POP","TOT","AGRWTH","A","2018",-0.593173058877913,
"ROU","POP","TOT","AGRWTH","A","2019",-0.517941605444409,
