"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","GDP","TOT","USD_CAP","A","2014",23810.218371,
"LVA","GDP","TOT","USD_CAP","A","2015",24975.479748,
"LVA","GDP","TOT","USD_CAP","A","2016",26724.459825,
"LVA","GDP","TOT","USD_CAP","A","2017",28689.57466,
"LVA","GDP","TOT","USD_CAP","A","2018",30891.884185,
"LVA","GDP","TOT","USD_CAP","A","2019",31926.547871,
"LVA","GDP","TOT","USD_CAP","A","2020",32311.001937,
"LVA","GDP","TOT","USD_CAP","A","2021",35341.201237,
"LTU","GDP","TOT","USD_CAP","A","2001",9436.062221,
"LTU","GDP","TOT","USD_CAP","A","2002",10480.719387,
"LTU","GDP","TOT","USD_CAP","A","2003",12067.673335,
"LTU","GDP","TOT","USD_CAP","A","2004",13030.375067,
"LTU","GDP","TOT","USD_CAP","A","2005",14510.653684,
"LTU","GDP","TOT","USD_CAP","A","2006",16483.836839,
"LTU","GDP","TOT","USD_CAP","A","2007",19094.621906,
"LTU","GDP","TOT","USD_CAP","A","2008",20721.033864,
"LTU","GDP","TOT","USD_CAP","A","2009",18116.711605,
"LTU","GDP","TOT","USD_CAP","A","2010",20096.756354,
"LTU","GDP","TOT","USD_CAP","A","2011",22884.804355,
"LTU","GDP","TOT","USD_CAP","A","2012",24703.697943,
"LTU","GDP","TOT","USD_CAP","A","2013",26721.601926,
"LTU","GDP","TOT","USD_CAP","A","2014",28184.499091,
"LTU","GDP","TOT","USD_CAP","A","2015",28834.457574,
"LTU","GDP","TOT","USD_CAP","A","2016",30925.151813,
"LTU","GDP","TOT","USD_CAP","A","2017",33761.906595,
"LTU","GDP","TOT","USD_CAP","A","2018",36376.535744,
"LTU","GDP","TOT","USD_CAP","A","2019",38578.886614,
"LTU","GDP","TOT","USD_CAP","A","2020",39086.587188,
"LTU","GDP","TOT","USD_CAP","A","2021",43077.259782,
"BGR","GDP","TOT","USD_CAP","A","2001",7043.265766,
"BGR","GDP","TOT","USD_CAP","A","2002",7755.004951,
"BGR","GDP","TOT","USD_CAP","A","2003",8365.091352,
"BGR","GDP","TOT","USD_CAP","A","2004",9125.459624,
"BGR","GDP","TOT","USD_CAP","A","2005",10183.869594,
"BGR","GDP","TOT","USD_CAP","A","2006",11262.864295,
"BGR","GDP","TOT","USD_CAP","A","2007",12619.979057,
"BGR","GDP","TOT","USD_CAP","A","2008",14089.744766,
"BGR","GDP","TOT","USD_CAP","A","2009",13918.151682,
"BGR","GDP","TOT","USD_CAP","A","2010",14681.201597,
"BGR","GDP","TOT","USD_CAP","A","2011",15747.126258,
"BGR","GDP","TOT","USD_CAP","A","2012",16327.860944,
"BGR","GDP","TOT","USD_CAP","A","2013",16647.088576,
"BGR","GDP","TOT","USD_CAP","A","2014",17616.923077,
"BGR","GDP","TOT","USD_CAP","A","2015",18391.834891,
"BGR","GDP","TOT","USD_CAP","A","2016",20074.406431,
"BGR","GDP","TOT","USD_CAP","A","2017",21470.001359,
"BGR","GDP","TOT","USD_CAP","A","2018",23016.014654,
"BGR","GDP","TOT","USD_CAP","A","2019",24497.491636,
"BGR","GDP","TOT","USD_CAP","A","2020",24564.265224,
"BGR","GDP","TOT","USD_CAP","A","2021",26743.19788,"P"
"HRV","GDP","TOT","USD_CAP","A","2001",11650.04551,"E"
"HRV","GDP","TOT","USD_CAP","A","2002",12759.989737,"E"
"HRV","GDP","TOT","USD_CAP","A","2003",13675.401991,"E"
"HRV","GDP","TOT","USD_CAP","A","2004",14664.858374,"E"
"HRV","GDP","TOT","USD_CAP","A","2005",15431.955855,"E"
"HRV","GDP","TOT","USD_CAP","A","2006",17588.674765,"E"
"HRV","GDP","TOT","USD_CAP","A","2007",19481.799391,
"HRV","GDP","TOT","USD_CAP","A","2008",20915.921009,
"HRV","GDP","TOT","USD_CAP","A","2009",20144.21214,
"HRV","GDP","TOT","USD_CAP","A","2010",19962.957065,
"HRV","GDP","TOT","USD_CAP","A","2011",21003.515428,
"HRV","GDP","TOT","USD_CAP","A","2012",21389.933119,
"HRV","GDP","TOT","USD_CAP","A","2013",22087.510184,
"HRV","GDP","TOT","USD_CAP","A","2014",22337.347266,
"HRV","GDP","TOT","USD_CAP","A","2015",23276.854884,
"HRV","GDP","TOT","USD_CAP","A","2016",25222.547701,
"HRV","GDP","TOT","USD_CAP","A","2017",27119.160852,
"HRV","GDP","TOT","USD_CAP","A","2018",28856.061284,
"HRV","GDP","TOT","USD_CAP","A","2019",30529.128409,
"HRV","GDP","TOT","USD_CAP","A","2020",28782.607725,"P"
"HRV","GDP","TOT","USD_CAP","A","2021",33826.093806,"E"
"CYP","GDP","TOT","USD_CAP","A","2001",22863.352124,
"CYP","GDP","TOT","USD_CAP","A","2002",23556.886678,
"CYP","GDP","TOT","USD_CAP","A","2003",24279.689974,
"CYP","GDP","TOT","USD_CAP","A","2004",25944.759614,
"CYP","GDP","TOT","USD_CAP","A","2005",27763.246925,
"CYP","GDP","TOT","USD_CAP","A","2006",30015.26308,
"CYP","GDP","TOT","USD_CAP","A","2007",32881.596176,
"CYP","GDP","TOT","USD_CAP","A","2008",34830.430393,
"CYP","GDP","TOT","USD_CAP","A","2009",33884.958319,
"CYP","GDP","TOT","USD_CAP","A","2010",33423.616475,
"CYP","GDP","TOT","USD_CAP","A","2011",33313.607662,
"CYP","GDP","TOT","USD_CAP","A","2012",31834.533143,
"CYP","GDP","TOT","USD_CAP","A","2013",30375.29673,
"CYP","GDP","TOT","USD_CAP","A","2014",30080.310197,
"CYP","GDP","TOT","USD_CAP","A","2015",31815.186807,
"CYP","GDP","TOT","USD_CAP","A","2016",35719.166224,
"CYP","GDP","TOT","USD_CAP","A","2017",38288.138059,
"CYP","GDP","TOT","USD_CAP","A","2018",40559.350212,
"CYP","GDP","TOT","USD_CAP","A","2019",42338.707136,
"CYP","GDP","TOT","USD_CAP","A","2020",39593.316631,"P"
"CYP","GDP","TOT","USD_CAP","A","2021",42540.605642,"P"
"MLT","GDP","TOT","USD_CAP","A","2001",18507.455241,
"MLT","GDP","TOT","USD_CAP","A","2002",19601.629781,
"MLT","GDP","TOT","USD_CAP","A","2003",20930.174442,
"MLT","GDP","TOT","USD_CAP","A","2004",21551.212344,
"MLT","GDP","TOT","USD_CAP","A","2005",22308.751034,
"MLT","GDP","TOT","USD_CAP","A","2006",23324.148991,
"MLT","GDP","TOT","USD_CAP","A","2007",25058.283449,
"MLT","GDP","TOT","USD_CAP","A","2008",26523.906245,
"MLT","GDP","TOT","USD_CAP","A","2009",26651.270958,
"MLT","GDP","TOT","USD_CAP","A","2010",28725.396571,
"MLT","GDP","TOT","USD_CAP","A","2011",28973.06767,
"MLT","GDP","TOT","USD_CAP","A","2012",30241.371933,
"MLT","GDP","TOT","USD_CAP","A","2013",32287.972195,
"MLT","GDP","TOT","USD_CAP","A","2014",34318.528109,
"MLT","GDP","TOT","USD_CAP","A","2015",37430.458001,
"MLT","GDP","TOT","USD_CAP","A","2016",39678.55457,
"MLT","GDP","TOT","USD_CAP","A","2017",43463.476856,
"MLT","GDP","TOT","USD_CAP","A","2018",45504.599238,
"MLT","GDP","TOT","USD_CAP","A","2019",47360.842316,
"MLT","GDP","TOT","USD_CAP","A","2020",43217.569665,
"MLT","GDP","TOT","USD_CAP","A","2021",47878.544535,
"ROU","GDP","TOT","USD_CAP","A","2001",6438.267921,
"ROU","GDP","TOT","USD_CAP","A","2002",7180.411394,
"ROU","GDP","TOT","USD_CAP","A","2003",7559.956723,
"ROU","GDP","TOT","USD_CAP","A","2004",8990.277409,"B"
"ROU","GDP","TOT","USD_CAP","A","2005",9602.147673,
"ROU","GDP","TOT","USD_CAP","A","2006",11556.584543,
"ROU","GDP","TOT","USD_CAP","A","2007",13700.099426,
"ROU","GDP","TOT","USD_CAP","A","2008",16782.321907,
"ROU","GDP","TOT","USD_CAP","A","2009",16631.928801,
"ROU","GDP","TOT","USD_CAP","A","2010",16976.354555,
"ROU","GDP","TOT","USD_CAP","A","2011",17896.205071,
"ROU","GDP","TOT","USD_CAP","A","2012",18867.537809,
"ROU","GDP","TOT","USD_CAP","A","2013",19777.078027,
"ROU","GDP","TOT","USD_CAP","A","2014",20649.932983,
"ROU","GDP","TOT","USD_CAP","A","2015",21598.495969,
"ROU","GDP","TOT","USD_CAP","A","2016",24266.389694,
"ROU","GDP","TOT","USD_CAP","A","2017",27136.130672,
"ROU","GDP","TOT","USD_CAP","A","2018",29338.106903,
"ROU","GDP","TOT","USD_CAP","A","2019",31860.316301,
"ROU","GDP","TOT","USD_CAP","A","2020",32182.141746,"P"
"ROU","GDP","TOT","USD_CAP","A","2021",35254.361185,"P"
